nom,distance,ascension_droite,declinaison,masse,temperature,type
Gamma Cephei b,13.523,23 39 20.85153,+77 37 56.1876,9.4,,planet
PSO J318.5-22,24.6,21 14 08,+22 51 36,6.5,1160.0,planet
MOA-2009-BLG-266L b,3040.0,17 48 05.95,-35 00 19.48,0.03272,,planet
Kepler-1565 b,641.272,19 51 48.7150,+40 48 24.4549,,,planet
Kepler-22 b,180.0,19 16 52.1904,+47 53 03.9475,,249.6,planet
HD 86226 b,45.57,09 56 29.8441,-24 05 57.7957,0.45,176.0,planet
HD 86226 c,45.57,09 56 29.8441,-24 05 57.7957,0.02281,1311.0,planet
CoRoT-10 b,345.0,19 24 15.2868,+00 44 46.0039,2.75,600.8,planet
Kepler-1601 b,656.642,19 02 03.1103,+38 04 47.2119,,,planet
Kepler-85 b,804.74,19 23 53.6255,+45 17 25.0882,,,planet
Kepler-85 c,804.74,19 23 53.6255,+45 17 25.0882,,,planet
Kepler-85 d,804.74,19 23 53.6255,+45 17 25.0882,,,planet
Kepler-85 e,804.74,19 23 53.6255,+45 17 25.0882,,,planet
2MASS 0122-2439 B,36.0,01 22 50.938,-24 39 50.65,,,planet
K2-386 b,428.785,01 13 12,+07 00 47,0.0189,,planet
eps Eridani b,3.2161,03 32 55.84496,-09 27 29.7312,0.645,,planet
K2-342 b,208.357,08 52 29,+21 14 19,0.015,861.0,planet
K2-151 b,69.61,01 17 13.0875,+09 30 05.0083,,566.0,planet
HATS-1 b,303.0,11 42 06.0805,-23 21 17.4281,1.855,1250.3,planet
Kepler-336 d,794.61,19 20 57.0359,+41 19 53.0739,,,planet
Kepler-336 c,794.61,19 20 57.0359,+41 19 53.0739,,,planet
Kepler-336 b,794.61,19 20 57.0359,+41 19 53.0739,,,planet
GJ 480 b,14.24,12 38 52.4409,+11 41 46.1457,0.04153,,planet
TOI-4791 b,328.802,07 17 33,-19 49 44,2.31,1472.0,planet
Kepler-193 b,1301.67,19 45 59.6640,+46 34 38.1380,,,planet
Kepler-193 c,1301.67,19 45 59.6640,+46 34 38.1380,,,planet
Kepler-127 d,338.98,19 00 45.5887,+46 01 40.6914,,,planet
Kepler-127 c,338.98,19 00 45.5887,+46 01 40.6914,,,planet
Kepler-127 b,338.98,19 00 45.5887,+46 01 40.6914,,,planet
MOA 2008-BLG-310L b,770.0,17 54 14.530,-34 46 40.99,0.0736,,planet
WASP-60 b,400.0,23 46 39.9747,+31 09 21.3720,0.514,,planet
OGLE-2017-BLG-0173L b,4705.0,17 51 52.95,-29 16 16.9,0.010285,,planet
HD 63935 b,48.8,07 51 41.9965,+09 23 09.7932,0.034,911.0,planet
HD 63935 c,48.8,07 51 41.9965,+09 23 09.7932,0.0349,684.0,planet
Kepler-876 b,840.336,18 53 54.7633,+43 23 01.5350,,,planet
GJ 251 b,5.58,06 54 48.9577,+33 16 05.4385,0.01259,351.0,planet
Kepler-797 b,1366.12,19 48 50.1483,+41 46 54.1693,,,planet
GJ 682 b,5.079,17 37 03.66242,-44 19 09.1697,0.014,,planet
GJ 682 c,5.079,17 37 03.66242,-44 19 09.1697,0.027,,planet
HAT-P-51 b,470.0,01 24 15.6413,+32 48 38.7779,0.309,1192.0,planet
WASP-184 b,640.0,13 58 04.0876,-30 20 53.2719,0.57,1480.0,planet
Kepler-1148 b,637.024,19 23 48.8566,+45 43 10.3507,,,planet
K2-150 b,110.0,01 13 22.6049,+08 59 15.1555,,,planet
Kepler-907 b,,19 01 54.3864,+41 37 57.7876,,,planet
K2-29 b,179.4,04 10 40.8826,+24 24 06.3018,0.73,,planet
CoRoT-3 b,680.0,19 28 13.2642,+00 07 18.6143,21.66,1554.7,planet
Kepler-1056 b,1010.82,19 58 06.2381,+46 53 57.3169,,,planet
Kepler-1378 b,513.452,19 49 29.6013,+40 21 58.9721,,,planet
HD 210277 b,21.29,22 09 29.8657,-07 32 55.1630,1.23,240.3,planet
HD 208487 b,45.0,21 57 19.8475,-37 45 49.0479,0.413,391.5,planet
CoRoT-18 b,870.0,06 32 41.3777,-00 01 53.7256,3.47,1396.0,planet
Kepler-1607 b,1334.4,19 44 14.3622,+42 39 21.7478,,,planet
Kepler-1640 b,,19 38 13.8864,+40 51 01.7521,,,planet
Kepler-1213 b,827.13,19 17 56.5983,+50 56 39.0315,,,planet
TOI-3714 b,112.5,04 38 13.00,+39 27 29.00,0.7,750.0,planet
Kepler-338 b,545.29,18 51 54.9520,+40 47 03.6728,0.0963,,planet
Kepler-338 c,545.29,18 51 54.9520,+40 47 03.6728,,,planet
Kepler-338 d,545.29,18 51 54.9520,+40 47 03.6728,,,planet
Kepler-338 e,545.29,18 51 54.9520,+40 47 03.6728,0.027,,planet
Kepler-1281 b,,19 41 25.0499,+48 30 55.5012,,,planet
K2-126 b,59.58,13 34 11.1700,-13 34 36.9664,,,planet
KOI-2939 b,,19 52 36.021,+40 39 22.23,1.52,,planet
HAT-P-14 b,205.0,17 20 28,+38 14 32,2.2,1445.9,planet
GJ 1252 b,20.38,20 27 42.0813,-56 27 25.1566,0.00658,1089.0,planet
KIC 9413313 b,476.3039,19 41 40.9196,+45 54 12.5890,,,planet
Kepler-1045 b,968.429,18 56 43.9849,+45 04 26.8030,,,planet
Kepler-551 b,313.982,19 01 56.4023,+48 03 15.4960,,,planet
Kepler-346 b,1384.64,19 12 02.8612,+46 07 03.3515,,,planet
Kepler-346 c,1384.64,19 12 02.8612,+46 07 03.3515,,,planet
Kepler-1426 b,,19 30 10.9719,+49 25 00.9893,,,planet
Kepler-23 c,864.68,19 36 52.5355,+49 28 45.2531,,,planet
Kepler-23 d,864.68,19 36 52.5355,+49 28 45.2531,,,planet
Kepler-23 b,864.68,19 36 52.5355,+49 28 45.2531,,,planet
Kepler-645 b,,19 21 17.4497,+44 02 08.9800,,,planet
Kepler-6 b,597.122,19 47 20.9379,+48 14 23.7595,0.67,1374.1,planet
Kepler-1454 b,798.3395,18 56 53.6060,+48 49 54.3813,,,planet
Kepler-418 b,1031.89,19 37 44.0464,+38 21 19.6628,,,planet
Kepler-80 b,357.0,19 44 27.0200,+39 58 43.5937,0.0218,,planet
Kepler-80 c,357.0,19 44 27.0200,+39 58 43.5937,0.02121,,planet
Kepler-80 d,357.0,19 44 27.0200,+39 58 43.5937,0.02124,,planet
Kepler-80 e,357.0,19 44 27.0200,+39 58 43.5937,0.01299,,planet
Kepler-80 f,357.0,19 44 27.0200,+39 58 43.5937,,,planet
Kepler-80 g,357.0,19 44 27.0200,+39 58 43.5937,,,planet
TOI-5293 A b,162.229,23 43 19,-02 02 42,0.54,675.0,planet
Kepler-746 b,,19 22 43.7359,+37 21 18.4724,,,planet
Kepler-1420 b,1084.13,19 44 48.9105,+42 46 40.1620,,,planet
Kepler-480 b,868.659,19 37 51.3345,+49 45 54.1642,,,planet
Kepler-1011 b,752.502,19 49 36.3742,+46 49 26.4319,,,planet
K2-148 b,121.0,00 58 04.2758,-00 11 35.3632,,,planet
K2-148 c,121.0,00 58 04.2758,-00 11 35.3632,,,planet
K2-148 d,121.0,00 58 04.2758,-00 11 35.3632,,,planet
K2-114 b,484.8,08 31 31.9127,+11 55 20.1560,,661.0,planet
OGLE-2015-BLG-1649L b,4230.0,18 04 49,-32 37 59,2.54,,planet
Kepler-409 b,69.2,19 34 43.0023,+46 51 09.9345,,,planet
HD 111591 b,114.54,12 50 17.2954,+22 51 48.2786,4.4,,planet
Kepler-735 b,709.019,18 58 45.3366,+46 10 20.0501,,,planet
Kepler-1859 b,1331.25,19 35 57,+46 43 05,0.00985,1455.0,planet
Kepler-1859 c,1331.25,19 35 57,+46 43 05,0.0107,1327.0,planet
TOI-1516 b,,22 40 20.00,+69 30 13.00,3.16,,planet
Kepler-164 c,965.43,19 11 07.3973,+47 37 47.6339,,,planet
Kepler-164 d,965.43,19 11 07.3973,+47 37 47.6339,,,planet
Kepler-164 b,965.43,19 11 07.3973,+47 37 47.6339,,,planet
Kepler-291 b,1884.3,19 11 39.9173,+42 26 14.2723,,,planet
Kepler-291 c,1884.3,19 11 39.9173,+42 26 14.2723,,,planet
HATS-32 b,839.0,23 04 18.0222,-21 16 18.9485,0.92,,planet
Kepler-882 b,512.033,19 38 35.9801,+43 20 08.0602,,,planet
HD 147873 b,104.93,16 25 45.1545,-33 32 47,5.14,,planet
HD 147873 c,104.93,16 25 45.1545,-33 32 47,2.3,,planet
HIP 14810 b,50.55,03 11 14.2302,+21 05 50.4926,3.88,918.2,planet
HIP 14810 c,50.55,03 11 14.2302,+21 05 50.4926,1.28,327.0,planet
HIP 14810 d,50.55,03 11 14.2302,+21 05 50.4926,0.57,175.6,planet
14 And b,79.2,23 31 17.41346,+39 14 10.3092,4.8,,planet
K2-186 b,335.5,09 01 20.3947,+18 49 31.5665,,,planet
MASCARA-5 b,149.6,21 04 49.00,+55 35 17.00,3.14,2370.0,planet
K2-62 b,108.4,22 17 27.4023,-12 11 15.0121,,,planet
K2-62 c,108.4,22 17 27.4023,-12 11 15.0121,,,planet
TOI-1227 b,100.96,12 27 04.3052,-72 27 06.4953,,,planet
WASP-10 b,90.0,23 15 58.3005,+31 27 46.2947,3.06,946.8,planet
HIP 54597 b,39.7429,11 10 26,-29 24 51,2.4,,planet
TOI-5238 b,290.646,14 53 26,+68 51 34,0.0747,1042.0,planet
HIP 65426 b,111.4,13 24 36.0982,-51 29 44,9.0,,planet
HD 1397 b,79.75,00 17 47.1522,-66 21 32.0641,0.415,1228.0,planet
LTT 9779 b,80.62,23 54 40.2073,-37 37 40.5235,0.09225,1978.0,planet
HD 92788 b,34.69,10 42 48.5280,-02 11 01.5220,3.76,,planet
HD 92788 c,34.69,10 42 48.5280,-02 11 01.5220,3.67,,planet
Kepler-61 b,326.2,19 41 13.0817,+42 28 30.9871,,273.0,planet
HD 156411 b,55.1,17 19 51.4003,-48 32 57.5538,0.74,278.0,planet
KOI-1783 c,887.81,19 17 21.9470,+46 59 17.6343,0.0472,,planet
KOI-1783 b,887.81,19 17 21.9470,+46 59 17.6343,0.22339,,planet
HD 177830 A b,59.0,19 05 20.77341,+25 55 14.3797,1.49,,planet
HD 177830 A c,59.0,19 05 20.77341,+25 55 14.3797,0.15,,planet
Kepler-1316 b,819.739,19 55 20.6105,+40 17 35.2910,,,planet
HD 113538 b,15.87,13 04 57.47691,-52 26 34.5223,0.36,,planet
HD 113538 c,15.87,13 04 57.47691,-52 26 34.5223,0.93,,planet
OGLE-2011-BLG-0265L b,4380.0,17 57 47.72,-27 23 40.3,0.88,,planet
Kepler-1146 b,717.206,19 06 51.9946,+47 25 32.2655,,,planet
ROXs 12 b,137.2,16 26 28.0400,-25 27 24,16.0,,planet
Kepler-978 b,,19 06 50.5775,+43 02 36.3092,,,planet
HW Vir (AB) b,181.0,12 44 20.23731,-08 40 16.8338,14.3,,planet
Kepler-1053 b,151.791,19 25 40.4736,+39 07 38.6334,,,planet
Kepler-1367 b,406.124,19 13 39.9723,+47 52 43.3819,,,planet
GJ 687 b,4.55,17 36 25.8991,+68 20 20.9041,0.05412,,planet
GJ 687 c,4.55,17 36 25.8991,+68 20 20.9041,0.05034,,planet
HD 181234 b,47.81,19 20 00.0972,-09 19 24.9587,8.37,,planet
WASP-99 b,159.388,02 39 35.4435,-50 00 28.8783,2.78,1480.0,planet
Kepler-52 c,356.41,19 06 57.1300,+49 58 32.6363,,,planet
Kepler-52 b,356.41,19 06 57.1300,+49 58 32.6363,,,planet
Kepler-52 d,356.41,19 06 57.1300,+49 58 32.6363,,,planet
Kepler-1531 b,679.394,19 00 35.1842,+39 22 14.8687,,,planet
HATS-28 b,521.0,18 57 35.9252,-49 51 41,0.672,,planet
K2-206 b,255.3,00 45 01.5155,+00 35 35.7498,,,planet
Kepler-540 b,394.773,19 22 30.0570,+44 52 26.2122,,,planet
Kepler-71 b,918.88,19 39 27.7155,+46 17 08.9427,,1046.2,planet
Kepler-868 b,,18 49 27.2506,+46 40 30.8654,,,planet
Gaia-2 b,207.2,07 22 56.48,+67 15 09.58,0.773,,planet
HATS-60 b,493.3,22 45 27.3643,-14 59 30.3456,0.662,1528.0,planet
Kepler-1136 b,498.306,18 56 25.8645,+44 14 44.9907,,,planet
TOI-677 b,142.5,09 36 28.6865,-50 27 47.7935,1.236,1252.0,planet
LHS 475 b,12.48,19 29 54.00,-82 33 16.00,0.002876,586.0,planet
WASP-1 b,380.0,00 20 40,+31 59 24,0.854,1644.3,planet
K2-254 b,229.4,12 22 12.1833,-04 43 02.0577,,791.0,planet
K2-254 c,229.4,12 22 12.1833,-04 43 02.0577,,551.0,planet
Kepler-579 b,538.967,19 40 00.4858,+39 57 10.5033,,,planet
Kepler-1089 b,261.253,19 24 22.2609,+49 11 24.2504,,,planet
KOI-7368 b,,19 35 47.43,+48 03 54.91,,805.0,planet
Gliese 649 b,10.34,16 58 08.8497,+25 44 38.9711,0.328,102.2,planet
GJ 649.02,10.34,16 58 08.8497,+25 44 38.9711,0.03,,planet
Kepler-1458 b,553.128,18 52 50.7846,+41 02 17.0118,,,planet
TOI-4127 b,319.632,07 01 37,+72 24 54,2.3,605.1,planet
TOI-1789 b,223.55,09 30 58.00,+26 32 24.00,0.7,1929.0,planet
Kepler-259 b,1182.5,19 12 50.8634,+46 36 54.0662,,,planet
Kepler-259 c,1182.5,19 12 50.8634,+46 36 54.0662,,,planet
Kepler-1676 b,,19 08 57,+43 34 02,,,planet
OGLE-2008-BLG-092L A b,8100.0,17 47 29.42,-34 43 35.6,0.178,,planet
K2-276 b,489.88,08 23 48.6630,+22 38 02.4661,,583.0,planet
WASP-162 b,313.6,11 13 10.2913,-17 39 27.8855,5.2,910.0,planet
Kepler-300 c,753.63,19 41 09.2833,+48 35 59.0327,,,planet
Kepler-300 b,753.63,19 41 09.2833,+48 35 59.0327,,,planet
HATS-66 b,1544.0,06 45 34.7573,-33 52 54.1299,5.33,1998.0,planet
Kepler-1349 b,278.536,19 05 21.2185,+48 44 38.7649,,,planet
Kepler-1761 b,221.186,18 56 32,+49 08 33,0.00791,613.0,planet
GJ 3082 b,16.63,01 14 34.1967,-53 56 31.6106,0.0258,,planet
TOI-251 b,99.52,23 32 15.00,-37 15 21.00,,,planet
BD+20 274 b,1383.9,01 43 40.8760,+21 00 19.0277,4.2,,planet
HATS-59 b,654.9,11 21 17.8650,-22 23 17.4516,0.806,1128.0,planet
HATS-59 c,654.9,11 21 17.8650,-22 23 17.4516,12.7,175.9,planet
KMT-2021-BLG-1077L b,8240.0,17 45 57.00,-33 50 34.00,0.22,,planet
KMT-2021-BLG-1077L c,8240.0,17 45 57.00,-33 50 34.00,0.25,,planet
WASP-62 b,160.0,05 48 33.5937,-63 59 18.3868,0.57,1305.2,planet
HD 194490 b,80.2349,20 27 60,-51 39 52,11.26401,,planet
MOA-2022-BLG-249L b,2000.0,17 55 28,-28 18 22,0.0152,,planet
Kepler-1369 b,1281.72,19 03 11.3397,+40 56 10.2494,,,planet
HATS-38 b,347.7,10 17 05,-25 16 35,0.074,1294.0,planet
HAT-P-41 b,344.0,19 49 17.4399,+04 40 20.7835,0.8,1689.7,planet
Kepler-242 b,859.95,19 06 15.7646,+41 48 30.3284,,,planet
Kepler-242 c,859.95,19 06 15.7646,+41 48 30.3284,,,planet
Kepler-787 b,510.751,19 26 46.1917,+38 34 22.3938,,,planet
K2-271 b,571.47,08 20 53.7289,+16 05 27.4003,,893.0,planet
Kepler-939 b,,19 35 27.7450,+47 01 36.5790,,,planet
Kepler-976 b,1042.1,19 19 28.7185,+46 43 46.9712,,,planet
EPIC 201403446 b,362.0,11 37 03.923,-00 54 26.14,,889.0,planet
Kepler-1233 b,1218.92,19 49 30.0246,+46 39 43.9983,,,planet
Kepler-1927 b,1091.0,19 45 25,+41 20 08,0.0362,677.0,planet
XO-5 b,255.0,07 46 51.9615,+39 05 40.4605,1.077,1133.5,planet
K2-372 b,463.88,08 43 12,+13 00 34,0.0283,,planet
OGLE-2011-BLG-0173L b,6100.0,17 57 16,-28 14 02,0.19,,planet
Qatar-6 b,101.14,14 48 50,+22 09 09,0.668,1006.0,planet
EPIC 201828749 b,146.0,11 42 37.042,+05 53 39.56,,613.0,planet
Kepler-75 b,1140.0,19 24 33.0185,+36 34 38.4774,10.1,,planet
Kepler-1597 b,1265.5,19 12 39.3542,+42 28 51.7716,,,planet
Kepler-1487 b,1044.82,19 41 59.5458,+38 38 40.2273,,,planet
MOA-2013-BLG-605L b,3600.0,17 58 42.85,-29 23 53.66,0.066,,planet
Kepler-1447 b,913.576,19 18 34.4302,+50 43 37.4695,,,planet
Kepler-1293 b,1059.55,19 20 06.2157,+48 20 09.4082,,,planet
PH-2 b,369.8,19 19 03,+51 57 45.36,,281.0,planet
Kepler-69 b,591.74,19 33 02.6304,+44 52 08.0202,,779.0,planet
Kepler-69 c,591.74,19 33 02.6304,+44 52 08.0202,,299.0,planet
Kepler-814 b,,18 59 38.5240,+48 25 53.8249,,,planet
Kepler-614 b,536.107,19 53 32.3597,+46 16 33.6893,,,planet
Kepler-1036 b,496.426,19 40 43.5970,+49 56 44.8683,,,planet
Kepler-1534 b,,19 29 34.8888,+43 52 08.5990,,,planet
HIP 3206 b,17.9352,09 48 49.00,+40 11 13.8197,0.173,,planet
HD 38529 A b,39.28,05 46 34,+01 10 05,0.78,,planet
HD 38529 A c,39.28,05 46 34,+01 10 05,17.7,,planet
Kepler-743 b,281.231,19 42 17.8031,+42 48 23.1690,,,planet
HD 25015 b,37.47,03 57 43.9203,-20 16 04.0531,4.48,,planet
Kepler-594 b,786.473,19 15 41.1872,+49 45 43.3523,,,planet
Kepler-182 c,1440.75,19 19 19.2395,+50 35 10.4410,,,planet
Kepler-182 b,1440.75,19 19 19.2395,+50 35 10.4410,,,planet
K2-408 b,162.306,15 11 40,-17 41 03,0.0109,,planet
Kepler-1712 b,156.264,18 59 60,+50 08 48,0.0184,391.0,planet
K2-415 b,21.8182,09 08 48,+11 51 44,0.0236,412.4,planet
ITG 15B,139.6,04 39 44.76,+26 01 54.91,9.0,,planet
Kepler-1529 b,673.673,19 19 28.9783,+41 02 26.6929,,,planet
beta Ursae Minoris b,40.14,14 50 42.32580,+74 09 19.8142,6.1,,planet
Kepler-1307 b,1044.5,19 31 28.7636,+46 44 30.7191,,,planet
Fomalhaut b,7.704,22 57 39,-29 37 20,,,planet
Kepler-98 b,437.2,19 02 38.7947,+37 57 52.1992,0.011167,,planet
Kepler-1178 b,489.069,19 13 49.4640,+45 48 07.9201,,,planet
GJ 27.1 b,23.62,00 39 58.8243,-44 15 11.5824,0.0409,,planet
HD 66428 b,55.0,08 03 28.00,-01 09 45.00,2.82,,planet
HD 66428 c,55.0,08 03 28.00,-01 09 45.00,0.085,,planet
HD 80883 b,34.6011,09 19 44,-59 28 41,5.5,,planet
HD 92987 b,43.59,10 43 36.2772,-39 03 30.5483,16.88,,planet
K2-317 b,177.08,15 14 29,-21 01 22,,432.0,planet
MOA-2008-BLG-379L b,3300.0,17 58 49.44,-30 11 48.95,4.1,,planet
TOI-1759 b,40.12,21 47 24.00,+62 45 14.00,0.0214,433.0,planet
Kepler-638 b,1020.3,18 59 40.6575,+41 37 01.9315,,,planet
TOI-3819 b,558.141,08 07 27,+29 23 19,1.11,1633.0,planet
Kepler-311 b,803.71,18 48 14.7159,+47 05 07.7333,,,planet
Kepler-311 c,803.71,18 48 14.7159,+47 05 07.7333,,,planet
HAT-P-64 b,651.897,04 35 53.8468,+02 25 52.6434,0.58,1766.0,planet
WASP-138 b,308.0,02 46 33.3867,-00 27 50.3166,1.22,,planet
Kepler-1272 b,1249.53,19 00 52.7550,+38 48 21.1550,,,planet
HD 28678 b,227.0,04 31 25.4541,+04 34 31.0605,1.7,499.6,planet
TOI-3629 b,129.7,23 59 10.00,+39 18 51.00,0.26,690.0,planet
Kepler-1516 b,1413.83,19 25 58.7039,+44 31 24.5631,,,planet
Kepler-537 b,445.058,19 19 31.3517,+51 16 37.4762,,,planet
WASP-45 b,212.48,00 20 56.9940,-35 59 53.7473,0.964,1153.0,planet
Kepler-1739 b,783.666,19 44 56,+47 40 44,0.0204,839.0,planet
HD 41248 b,52.38,06 00 32.7815,-56 09 42.5971,0.03869211,,planet
HD 41248 c,52.38,06 00 32.7815,-56 09 42.5971,0.02705302,,planet
K2-256 b,580.5,12 24 54.5160,-02 03 57.3865,,845.0,planet
HD 192263 b,19.9,20 14 00,-00 52 00.7716,0.733,484.5,planet
Kepler-1477 b,694.444,18 45 11.6450,+42 41 08.6815,,,planet
Kepler-1016 b,1460.07,19 38 27.2818,+45 59 04.6370,,,planet
Kepler-1016 c,1460.07,19 38 27.2818,+45 59 04.6370,,,planet
OGLE-2013-BLG-0911L b,3220.0,17 55 32,-29 15 14,9.51,,planet
Kepler-1022 b,425.116,19 17 24.4855,+46 58 25.3381,,,planet
Kepler-611 b,1454.12,19 04 01.1880,+45 28 49.4069,,,planet
K2-321 b,77.86,10 25 37,+02 30 52,,701.0,planet
Kepler-1411 b,1744.29,19 05 26.7746,+42 57 50.0176,,,planet
K2-120 b,289.54,08 48 34.3170,+17 11 26.4692,,,planet
K2-390 b,456.122,23 42 49,-09 35 19,0.0617,1300.0,planet
MOA-2011-BLG-262L b,7000.0,18 00 23,-31 14 43,0.05349,,planet
Kepler-1925 b,1771.31,19 19 19,+45 06 10,0.0292,531.0,planet
Kepler-1265 b,593.472,18 58 20.5941,+47 04 46.3503,,,planet
GJ 317 b,15.1,08 40 59.2055,-23 27 22.5986,1.75282,,planet
GJ 317 c,15.1,08 40 59.2055,-23 27 22.5986,1.64396,,planet
Kepler-1433 b,,19 09 27.2017,+49 27 24.8180,,,planet
Kepler-249 c,230.75,19 47 56.4241,+43 39 30.7038,,,planet
Kepler-249 b,230.75,19 47 56.4241,+43 39 30.7038,,,planet
Kepler-249 d,230.75,19 47 56.4241,+43 39 30.7038,,,planet
HD 132406 b,71.0,14 56 54.6511,+53 22 55.8073,5.61,209.0,planet
HD 37605 b,46.34,05 40 01.7282,+06 03 38.0743,2.802,,planet
HD 37605 c,46.34,05 40 01.7282,+06 03 38.0743,3.37,,planet
CFHTWIR-Oph 98 A b,137.0,16 27 44,-23 58 52,7.8,1800.0,planet
KOI-192 b,1100.0,19 13 01.0959,+43 42 17.5223,0.29,1100.0,planet
EPIC 248847494 b,560.0,10 37 33.4202,+11 50 33.8754,13.0,183.0,planet
Kepler-1329 b,597.943,18 46 35.4565,+48 16 15.6584,,,planet
HD 4732 b,56.5,00 49 13.9504,-24 08 11.9929,2.37,,planet
HD 4732 c,56.5,00 49 13.9504,-24 08 11.9929,2.37,,planet
WASP-97 b,151.731,01 38 25.0566,-55 46 19.5267,1.32,1555.0,planet
HD 136418 b,98.2,15 19 06.1822,+41 44 00,2.0,357.4,planet
Kepler-1595 b,865.726,19 02 53.4558,+43 00 34.0799,,,planet
WASP-166 b,113.0,09 39 30.0860,-20 58 56.8779,0.101,1270.0,planet
Kepler-1112 b,1754.39,19 47 52.5101,+47 45 05.3357,,,planet
HD 2685 b,197.98,00 29 18.9527,-76 18 14.6232,1.17,2061.0,planet
TOI-2136 b,33.36,18 44 42.00,+36 33 47.00,0.0148,378.0,planet
Kepler-937 b,1645.01,19 36 40.5134,+46 42 52.5786,,,planet
Kepler-937 c,1645.01,19 36 40.5134,+46 42 52.5786,,,planet
Kepler-525 b,1021.97,19 44 44.0234,+47 21 31.5786,,,planet
Kepler-1072 b,1011.33,19 28 10.6545,+46 19 44.4445,,,planet
K2-125 b,124.6,13 36 34.1068,-14 56 51.3823,,,planet
Kepler-837 b,925.754,19 00 59.2178,+45 57 00.4532,,,planet
OGLE-2017-BLG-1049 b,5670.0,17 58 08.00,-27 08 39.00,5.53,,planet
GJ 3473 b,27.39,08 02 22.8828,+03 20 19.6922,0.00585,773.0,planet
GJ 3473 c,27.39,08 02 22.8828,+03 20 19.6922,0.02331,329.0,planet
Kepler-155 b,302.28,19 13 58.9967,+51 04 55.0522,,,planet
Kepler-155 c,302.28,19 13 58.9967,+51 04 55.0522,,,planet
OGLE-2019-BLG-0249L b,6370.0,17 41 37,-34 42 06,7.12,,planet
HD 147018 b,42.96,16 23 00.1470,-61 41 19.5628,2.12,481.2,planet
HD 147018 c,42.96,16 23 00.1470,-61 41 19.5628,6.56,171.9,planet
HD 109833 c,79.5561,12 39 06,-74 34 26,0.0227,756.698758598,planet
HD 109833 b,79.5561,12 39 06,-74 34 26,0.0273,811.0,planet
K2-196 b,435.7,13 21 49.5148,-08 28 18.1527,,,planet
Kepler-654 b,1002.1,19 48 16.4222,+46 50 03.4901,,,planet
Kepler-1187 b,1050.75,19 07 34.0783,+38 19 06.7363,,,planet
Kepler-1602 b,641.437,19 34 19.4028,+40 25 38.9875,,,planet
HAT-P-44 b,374.0,14 12 34.5714,+47 00 53.0455,0.392,1126.0,planet
HAT-P-44 c,374.0,14 12 34.5714,+47 00 53.0455,1.6,,planet
HD 102843 b,62.87,11 50 20.9304,-01 15 08.8430,0.35837,,planet
HD 73256 b,36.5,08 36 23.0163,-30 02 15.4418,1.87,1204.5,planet
HD 190647 b,54.2,20 07 19.6698,-35 32 19.0785,1.9,209.5,planet
Kepler-1892 b,851.595,19 56 19,+42 01 05,0.0127,822.0,planet
HD 29399 b,44.2,04 33 33.9494,-62 49 25.2377,1.57,,planet
Kepler-136 b,539.57,19 45 52.1558,+42 35 55.6317,,,planet
Kepler-136 c,539.57,19 45 52.1558,+42 35 55.6317,,,planet
TOI-4201 b,189.011,06 01 54,-13 27 41,2.48,725.0,planet
Kepler-1079 b,,19 58 11.8834,+45 46 11.0661,,,planet
Kepler-1295 b,1213.74,19 25 35.4927,+45 35 18.9215,,,planet
HD 171028 b,90.0,18 32 15.4932,+06 56 44.6857,1.98,296.2,planet
HD 207897 b,28.25,21 40 44.7824,+84 20 00.5629,0.05,632.3,planet
Kepler-764 b,1079.8,19 49 34.3580,+47 09 52.5682,,,planet
HD 42012 b,37.1,06 09 56.4680,+34 08 07.0703,1.6,,planet
HIP 86221 b,,17 37 11.00,+27 53 47.00,0.71,,planet
Kepler-981 b,900.82,19 16 59.7366,+47 39 00.3542,,,planet
Kepler-126 b,224.69,19 17 23.3506,+44 12 30.7098,,,planet
Kepler-126 d,224.69,19 17 23.3506,+44 12 30.7098,,,planet
Kepler-126 c,224.69,19 17 23.3506,+44 12 30.7098,,,planet
WASP-189 b,100.01,15 02 44.8679,-03 01 52.9860,1.86,2690.0,planet
Kepler-1535 b,921.489,19 06 27.2870,+38 53 31.0211,,,planet
K2-274 b,232.82,08 37 07.7860,+20 23 57.7094,,589.0,planet
Kepler-1998 b,340.965,18 53 43,+47 35 33,0.00049,1187.0,planet
Kepler-1188 b,1807.34,18 52 24.9172,+43 08 52.9274,,,planet
HD 85390 b,33.96,09 50 02.4969,-49 47 24.9576,0.132,166.3,planet
XO-2S b,148.0,07 48 07.479,+50 13 03.25,0.259,,planet
XO-2S c,148.0,07 48 07.479,+50 13 03.25,1.37,,planet
XO-2N b,148.0,07 48 07.479,+50 13 03.25,0.597,,planet
XO-2N c,148.0,07 48 07.479,+50 13 03.25,,,planet
HD 50554 b,31.03,06 54 42.8262,+24 14 44.0089,5.16,173.7,planet
Kepler-7 b,947.508,19 14 19.5623,+41 05 23.3654,0.44,1486.8,planet
Kepler-852 b,1697.5,19 49 33.9799,+48 33 38.5043,,,planet
Kepler-1484 b,,19 30 44.2279,+38 07 34.6024,,,planet
WASP-56 b,255.0,12 13 27.8908,+23 03 20.4299,0.571,1216.0,planet
TOI-2443 b,23.9258,02 40 43,+01 11 59,0.0255,600.83,planet
HD 211810 b,64.76,22 18 06.5393,+61 08 03.9706,0.67,,planet
WASP-19 b,250.0,09 53 40.0764,-45 39 33.0559,1.168,1911.5,planet
